gid,role,role_score,cluster_id,priority_score,evidence
100000000011452100,consolidator,0.787080,0,0.485742,3 плательщиков; наблюдаемый исходящий поток — 15% входящего. Признаки консолидации.
100000000018102100,peripheral,0.100000,1,0.038615,Обрыв на четвёртом колене: дальнейшие исходящие не наблюдаются; конечный получатель не подтверждён.
100000000031787100,transit,1.000000,2,0.261439,"Получает от 1, переводит 2 получателям; масштаб наблюдаемых исходящих — 100% входящих. Признаки транзита."
100000000041368100,terminal,1.000000,1,0.461052,Видны входящие от 1 плательщиков; исходящие — 0% наблюдаемого входящего. Возможный конечный получатель.
100000000076451100,peripheral,0.300000,3,0.716230,Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка.
100000000089154100,distributor,0.750000,0,0.311969,Переводит средства 15 различным получателям; признаки веерного распределения.
100000000190228100,peripheral,0.300000,2,0.327401,Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка.
100000000201868100,transit,1.000000,3,0.306432,"Получает от 1, переводит 1 получателям; масштаб наблюдаемых исходящих — 100% входящих. Признаки транзита."
100000000254336100,peripheral,0.300000,4,0.632253,Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка.
100000000267734100,peripheral,0.300000,2,0.579693,Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка.
100000000274067100,peripheral,0.300000,2,0.454815,Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка.
100000000287768100,terminal,1.000000,5,0.188155,Видны входящие от 1 плательщиков; исходящие — 0% наблюдаемого входящего. Возможный конечный получатель.
100000000288317100,peripheral,0.300000,1,0.552680,Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка.
100000000291906100,transit,0.562796,6,0.684003,"Получает от 2, переводит 2 получателям; масштаб наблюдаемых исходящих — 117% входящих. Признаки транзита."
100000000291908100,terminal,0.549915,6,0.493273,Видны входящие от 1 плательщиков; исходящие — 5% наблюдаемого входящего. Возможный конечный получатель.
100000000297649100,peripheral,0.300000,7,0.324063,Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка.
100000000299820100,peripheral,0.100000,5,0.047828,Обрыв на четвёртом колене: дальнейшие исходящие не наблюдаются; конечный получатель не подтверждён.
100000000307908100,terminal,1.000000,8,0.068795,Видны входящие от 1 плательщиков; исходящие — 0% наблюдаемого входящего. Возможный конечный получатель.
100000000331309100,coordinator,0.848109,9,0.964575,Достижим от 4 исходных клиентов; связывает части наблюдаемого графа (центральность 0.0028). Кандидат для проверки.
100000000332284100,peripheral,0.300000,0,0.750276,Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка.
100000000343175100,distributor,1.000000,10,0.888916,Переводит средства 31 различным получателям; признаки веерного распределения.
100000000369781100,peripheral,0.100000,9,0.168433,Обрыв на четвёртом колене: дальнейшие исходящие не наблюдаются; конечный получатель не подтверждён.
100000000375150100,peripheral,0.100000,11,0.275064,Обрыв на четвёртом колене: дальнейшие исходящие не наблюдаются; конечный получатель не подтверждён.
100000000404740100,peripheral,0.100000,12,0.113649,Обрыв на четвёртом колене: дальнейшие исходящие не наблюдаются; конечный получатель не подтверждён.
100000000408846100,terminal,1.000000,13,0.197233,Видны входящие от 1 плательщиков; исходящие — 0% наблюдаемого входящего. Возможный конечный получатель.
100000000413678100,peripheral,0.300000,1,0.761403,Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка.
